Elutriation				
UID	NANE	PROCESS	FUNCTION	CLASSIFICATION (Spellman et al. [3])
YNL330C	RPD3	chromatin structure	histone deacetylase	
YNL331C	AAD14	unknown	hypothetical aryl-alcohol dehydrogenase	
YNL332W	THI12	pyrimidine biosynthesis	unknown	
YNL333W	SNZ2	unknown	unknown; induced in stationary phase	
YNL334C	SNO2	unknown	unknown; induced in stationary phase	
YNL335W	YNL335W	unknown	unknown; similar to Myrothecium verrucaria cyanamide hydratase	
YNL336W	COS1	unknown	unknown; similar to subtelomerically-encoded proteins	
YNL337W	YNL337W	unknown	unknown	
YNL338W	YNL338W	unknown	unknown	
YNL339C	YRF1-6	unknown	Y' helicase (subtelomerically-encoded)	G1
YNR001C	CIT1	TCA cycle	citrate synthase	
YNR002C	FUN34	unknown	unknown	
YNR003C	RPC34	transcription	RNA polymerase III 34 kD subunit	
YNR004W	YNR004W	unknown	unknown; similar to bovine interferon gamma precursor	
YNR005C	YNR005C	unknown	unknown	
YNR006W	VPS27	vacuolar protein targeting	component of class E protein complex	
YNR007C	AUT1	autophagy	unknown	
YNR008W	LRO1	sterol metabolism (putative)	lecithin cholesterol acyl transferase (putative)	
YNR009W	YNR009W	unknown	unknown	S
YNR010W	CSE2	"mitosis, chromosome segregation"	kinetochore protein (putative)	
YNR011C	PRP2	mRNA splicing	"RNA helicase, putative"	
YNR012W	URK1	pyrimidine metabolism	uridine kinase	
YNR013C	YNR013C	unknown	unknown; major facilitator superfamily	
YNR014W	YNR014W	unknown	unknown	
YNR015W	SMM1	"protein synthesis, mitochondrial (putative)"	unknown	
YNR016C	ACC1	fatty acid metabolism	acetyl-CoA carboxylase	
YNR017W	MAS6	mitochondrial protein targeting	inner membrane translocase component	
YNR018W	YNR018W	unknown	unknown	
YNR019W	ARE2	sterol metabolism	acyl-CoA sterol acyltransferase
YNR020C	YNR020C	unknown	unknown
YNR021W	YNR021W	unknown	unknown
YNR022C	YNR022C	unknown	unknown
YNR023W	SNF12	transcription	component of SWI/SNF global activator complex
YNR024W	YNR024W	unknown	unknown
YNR025C	YNR025C	unknown	unknown
YNR026C	SEC12	secretion	ER-to-Golgi GDP/GTP exchange factor
YNR027W	YNR027W	unknown	unknown
YNR028W	CPR8	protein folding	peptidyl-prolyl cis-trans isomerase
YNR029C	YNR029C	unknown	unknown; similar to Rhodococcus sp. nitrile hydratase
YNR030W	ECM39	cell wall biogenesis	unknown
YNR031C	SSK2	"signaling, high osmolarity pathway"	MAPKKK (mitogen-activated protein kinase kinase kinase)
YNR032W	PPG1	glycogen metabolism	protein phosphatase
YNR033W	ABZ1	PABA biosynthesis	para-aminobenzoate synthase
YNR034W	SOL1	"tRNA splicing, putative"	unknown
YNR035C	ARC35	cytoskeleton	cortical actin patch integrity	
YNR036C	YNR036C	unknown	unknown; similar to ribosomal protein S12	
YNR037C	YNR037C	unknown	unknown; similar to prokaryotic ribosomal protein S19	
YNR038W	DBP6	rRNA processing	"RNA helicase, putative"	
YNR039C	YNR039C	unknown	unknown; similar to Anopheles mitochondrial NADH	
YNR040W	YNR040W	unknown	unknown	
YNR041C	COQ2	ubiquinone biosynthesis	para-hydroxybenzoate polyprenyltransferase	
YNR042W	YNR042W	unknown	unknown	
YNR043W	MVD1	sterol metabolism	mevalonate pyrophosphate decarboxylase	
YNR044W	AGA1	mating	a-agglutinin anchor subunit	M/G1
YNR045W	PET494	protein synthesis	translation activator of COX3	
YNR046W	YNR046W	unknown	unknown	
YNR047W	YNR047W	unknown	unknown	
YNR048W	YNR048W	unknown	unknown	
YNR049C	MSO1	secretion	unknown; interacts with Sec1p	
YNR050C	LYS9	lysine biosynthesis	saccharopine dehydrogenase	G2/M
YNR051C	YNR051C	unknown	"unknown; similar to chicken nucleolin, has an RNA"	
YNR052C	POP2	glucose derepression	component of CCR4 complex	
YNR053C	YNR053C	unknown	unknown; similar to human breast tumor-associated	
YNR054C	YNR054C	unknown	unknown	
YNR055C	HOL1	transport	(putative) multidrug resistance permease	
YNR056C	BIO5	biotin biosynthesis	transmembrane regulator of KAPA/DAPA transport	
YNR057C	BIO4	biotin biosynthesis	dethiobiotin synthetase	
YNR058W	BIO3	biotin biosynthesis	DAPA aminotransferase	
YNR059W	MNT4	protein glycosylation	mannosyltransferase	
YNR060W	FRE4	unknown	unknown; similar to ferric reductases Fre1p and Fre2p	
YNR061C	YNR061C	unknown	unknown	
YNR062C	YNR062C	unknown	unknown; similar to Haemophilus influenzae L-lactate	
YNR063W	YNR063W	unknown	"unknown; similar to transcription factors, has Zn[2]-Cys[6]"	
YNR064C	YNR064C	unknown	unknown; similar to Rhodobacter capsulatus bchO	
YNR065C	YNR065C	unknown	unknown; similar to Pep1p	
YNR066C	YNR066C	unknown	unknown; similar to Pep1p	S
YNR067C	YNR067C	unknown	unknown	M/G1
YNR068C	YNR068C	unknown	unknown	
YNR069C	YNR069C	unknown	unknown	
YNR070W	YNR070W	unknown	unknown; ATP-binding cassette (ABC) family	
YNR071C	YNR071C	unknown	unknown; similar to UDPglucose 4-epimerase	
YNR072W	HXT17	transport	hexose permease	
YNR073C	YNR073C	unknown	unknown; similar to E. coli D-mannonate oxidoreductase	
YNR074C	YNR074C	unknown	unknown; similar to Bacillus subtilis nitrite reductase	
YNR075W	COS10	unknown	unknown; similar to subtelomerically-encoded proteins	
YNR076W	PAU6	unknown	seripauperin family	
YNR077C	YNR077C	unknown	unknown	
YOL001W	PHO80	cell cycle	cyclin (Pho85p)	
YOL002C	YOL002C	unknown	unknown	
YOL003C	YOL003C	unknown	unknown	
YOL004W	SIN3	transcription	transcriptional regulator	
YOL005C	RPB11	transcription	RNA polymerase II subunit	
YOL006C	TOP1	DNA replication	topoisomerase I	
YOL007C	CSI2	cell wall biogenesis	chitin synthase 3 subunit	G1
YOL008W	YOL008W	unknown	unknown	
YOL009C	MDM12	mitochondrial inheritance	transmembrane protein	
YOL010W	YOL010W	unknown	putative RNA 3'-terminal phosphate cyclase	
YOL011W	PLB3	phospholipid metabolism	phospholipase B	M/G1
YOL012C	HTA3	chromatin structure	histone-related	S
YOL013C	HRD1	protein degradation	unknown; required to degrade misfolded ER lumenal and integral membrane proteins	
YOL014W	YOL014W	unknown	unknown	G2/M
YOL015W	YOL015W	unknown	unknown	
YOL016C	CMK2	signaling	calmodulin-dependent protein kinase	G1
YOL017W	YOL017W	unknown	unknown	G1
YOL018C	TLG2	endocytosis	trans-Golgi network t-SNARE	
YOL019W	YOL019W	unknown	unknown	G1
YOL020W	TAT2	transport	tryptophan permease	
YOL021C	DIS3	RNA processing	3'-5' exoribonuclease complex subunit	
YOL022C	YOL022C	unknown	unknown	
YOL023W	IFM1	protein synthesis	"translation initiation factor 2, mitochondrial"	
YOL024W	YOL024W	unknown	unknown	
YOL025W	LAG2	aging	unknown	
YOL026C	YOL026C	unknown	unknown	
YOL027C	YOL027C	unknown	unknown	
YOL028C	YAP7	transcription	basic leucine zipper transcription factor	
YOL029C	YOL029C	unknown	unknown	
YOL030W	YOL030W	unknown	unknown; similar to Gas1p	S/G2
YOL031C	YOL031C	unknown	unknown; similar to Yarrowia lipolytica Sls1 protein	
YOL032W	YOL032W	unknown	unknown	
YOL033W	MSE1	protein synthesis	"tRNA synthetase, mitochondrial, glutamyl"	
YOL034W	YOL034W	unknown	unknown	G1
YOL035C	YOL035C	unknown	unknown	
YOL036W	YOL036W	unknown	unknown	
YOL037C	YOL037C	unknown	unknown	
YOL038W	PRE6	protein degradation	20S proteasome subunit (alpha4)
YOL039W	RPP2A	protein synthesis	"ribosomal protein P2A/L44, acidic"
YOL040C	RPS15	protein synthesis	ribosomal protein S15
YOL041C	YOL041C	unknown	unknown
YOL042W	YOL042W	unknown	unknown; similar to Ccr4p
YOL043C	NTG2	DNA repair	endonuclease III-like glycosylase
YOL044W	PEX15	peroxisome biogenesis	integral membrane protein
YOL045W	YOL045W	unknown	protein kinase
YOL046C	YOL046C	unknown	unknown
YOL047C	YOL047C	unknown	unknown
YOL048C	YOL048C	unknown	unknown
YOL049W	GSH2	glutathione biosynthesis	glutathione synthetase
YOL050C	YOL050C	unknown	unknown
YOL051W	GAL11	transcription	RNA polymerase II mediator subunit
YOL052C	SPE2	polyamine metabolism	S-adenosylmethionine decarboxylase
YOL053W	YOL053W	unknown	unknown
YOL054W	YOL054W	unknown	unknown	
YOL055C	THI20	thiamine metabolism (putative)	unknown; similar to bacterial transcription factors	
YOL056W	GPM3	glycolysis	phosphoglycerate mutase	
YOL057W	YOL057W	unknown	unknown	
YOL058W	ARG1	arginine biosynthesis	arginosuccinate synthetase	S/G2
YOL059W	GPD2	glycerol metabolism	glycerol-3-phosphate dehydrogenase	
YOL060C	AMI3	mitochondrial morphology (putative)	unknown	
YOL061W	PRS5	"purine, pyrimidine, tryptophan and histidine biosynthesis"	phosphoribosylpyrophosphate synthetase	
YOL062C	APM4	secretion	vesicle coat component	
YOL063C	YOL063C	unknown	unknown	
YOL064C	MET22	methionine biosynthesis	3'(2')5'-bisphosphate nucleotidase	
YOL065C	INP54	unknown	putative inositol polyphosphate 5-phosphatase	
YOL066C	RIB2	riboflavin biosynthesis	DRAP deaminase	
YOL067C	RTG1	organelle communication	h-l-h transcription factor	
YOL068C	HST1	silencing	Sir2p homolog	
YOL069W	NUF2	cytoskeleton	spindle pole body component	G2/M
YOL070C	YOL070C	unknown	unknown	G2/M
YOL071W	YOL071W	unknown	unknown	
YOL072W	YOL072W	unknown	unknown	
YOL073C	YOL073C	unknown	unknown	
YOL075C	YOL075C	unknown	putative ATP-dependent transporter	
YOL076W	MDM20	mitochondrial inheritance; actin assembly	transmembrane protein	
YOL077C	YOL077C	unknown	unknown; similar to C. elegans Kq2H4.3 protein	
YOL078W	YOL078W	unknown	unknown	
YOL079W	YOL079W	unknown	unknown; similar to NADH dehydrogenase chain 4-honeybee	
YOL080C	YOL080C	unknown	unknown	
YOL081W	IRA2	"signaling, Ras pathway"	GTPase-activating protein for Ras1p and Ras2p	
YOL082W	YOL082W	unknown	unknown	
YOL083W	YOL083W	unknown	unknown	
YOL084W	YOL084W	unknown	major facilitator superfamily	
YOL085C	YOL085C	unknown	unknown	
YOL086C	ADH1	glycolysis	alcohol dehydrogenase I	
YOL087C	YOL087C	unknown	unknown	
YOL088C	MPD2	unknown	putative protein disulfide isomerase	S/G2
YOL089C	HAL9	salt tolerance	transcription factor (putative)	
YOL090W	MSH2	DNA repair	MutS homolog; mismatch repair	G1
YOL091W	SPO21	sporulation	unknown	
YOL092W	YOL092W	unknown	unknown	
YOL093W	YOL093W	unknown	unknown	
YOL094C	RFC4	DNA replication	"replication factor C, 37 kDa subunit"	G1
YOL095C	HMI1	unknown	mitochondrial DNA helicase (putative)	
YOL096C	COQ3	ubiquinone biosynthesis	"3,4-dihydroxy-5-hexaprenylbenzoate methyltransferase"	
YOL097C	WRS1	protein synthesis	"tRNA ligase, tryptophan"	
YOL098C	YOL098C	unknown	unknown	
YOL099C	YOL099C	unknown	unknown	
YOL100W	PKH2	unknown	protein kinase (ser/thr)	
YOL101C	YOL101C	unknown	unknown	M/G1
YOL102C	TPT1	tRNA splicing	2'-phosphotransferase	
YOL103W	ITR2	transport	inositol permease	
YOL104C	NDJ1	"meiosis, chromosome segregation"	unknown	
YOL105C	WSC3	signaling	stress response	
YOL106W	YOL106W	unknown	unknown	
YOL107W	YOL107W	unknown	unknown; similar to Rnh70p and Pan2p	
YOL108C	INO4	phospholipid biosynthesis	transcription factor	
YOL109W	ZEO1	zeocin resistance	unknown	
YOL110W	SHR5	protein processing	localization and palmitoylation of Ras proteins	
YOL111C	YOL111C	unknown	unknown; similar to human ubiquitin-like protein GDX	
YOL112W	MSB4	unknown	unknown; suppresses bud emergence defect	S/G2
YOL113W	SKM1	unknown	protein kinase	
YOL114C	YOL114C	unknown	unknown; similar to human DS-1 protein	S/G2
YOL115W	TRF4	"mitosis, chromosome condensation"	unknown	
YOL116W	MSN1	nutrient sensing	transcriptional activator	
YOL117W	YOL117W	unknown	unknown	
YOL118C	YOL118C	unknown	unknown	
YOL119C	YOL119C	unknown	unknown; similar to mammalian monocarboxylate	G2/M
YOL120C	RPL18A	protein synthesis	ribosomal protein L18A	
YOL121C	RPS19A	protein synthesis	ribosomal protein S19A	
YOL122C	SMF1	transport	high affinity manganese transporter	
YOL123W	HRP1	mRNA processing	"poly(A)+ RNA-binding protein, putative"	
YOL124C	YOL124C	unknown	unknown	
YOL125W	YOL125W	unknown	unknown	
YOL126C	MDH2	TCA cycle	malate dehydrogenase	
YOL127W	RPL25	protein synthesis	ribosomal protein L25	
YOL128C	YOL128C	unknown	protein kinase	
YOL129W	YOL129W	unknown	unknown	
YOL130W	ALR1	aluminum resistance	"ion transporter, putative"	
YOL131W	YOL131W	unknown	unknown	
YOL132W	YOL132W	unknown	unknown; similar to glycophospholipid-anchored surface glycoprotein GAS1	G2/M
YOL133W	HRT1	unknown	unknown; similar to C. elegans protein of unknown function	
YOL134C	YOL134C	unknown	unknown	
YOL135C	MED7	transcription	RNA polymerase II mediator subunit	
YOL136C	PFK27	fructose metabolism	6-phosphofructo-2-kinase	
YOL137W	YOL137W	unknown	major facilitator superfamily	
YOL138C	YOL138C	unknown	unknown	
YOL139C	CDC33	protein synthesis	translation initiation factor eIF4E	
YOL140W	ARG8	arginine biosynthesis	acetylornithine aminotransferase	
YOL141W	YOL141W	unknown	unknown; similar to Ydr435p	
YOL142W	RRP40	rRNA processing	exosome complex component	
YOL143C	RIB4	riboflavin biosynthesis	"6,7-dimethyl-8-ribityllumazine synthase"	
YOL144W	NOP8	ribosome biogenesis (putative)	unknown; nucleolar protein	
YOL145C	CTR9	"mitosis, chromosome segregation"	unknown	
YOL146W	YOL146W	unknown	unknown	
YOL147C	PEX11	peroxisome biogenesis	peripheral membrane protein	
YOL148C	SPT20	chromatin structure	histone acetyltransferase complex subunit	
YOL149W	DCP1	mRNA decay	decapping enzyme	
YOL150C	YOL150C	unknown	unknown	G2/M
YOL151W	GRE2	unknown	unknown; induced by osmotic stress	
YOL152W	FRE7	unknown	unknown; similar to Fre1p and Fre2p	
YOL153C	YOL153C	unknown	unknown	
YOL154W	YOL154W	unknown	unknown; similar to Sartorya fumigata Asp FII	
YOL155C	YOL155C	unknown	"unknown; similar to S. cerevisiae glucan 1,4-alpha-glucosidase"	
YOL156W	HXT11	transport	hexose permease	
YOL157C	YOL157C	unknown	putative alpha-glucosidase	
YOL158C	YOL158C	unknown	major facilitator superfamily	G2/M
YOL159C	YOL159C	unknown	unknown; similar to Ovis aries melatonin receptor	
YOL160W	YOL160W	unknown	unknown	
YOL161C	YOL161C	unknown	unknown; similar to PAU1 family	
YOL162W	YOL162W	unknown	unknown	
YOL163W	YOL163W	unknown	unknown; similar to Pseudomonas putida phthalate transporter	
YOL164W	YOL164W	unknown	unknown; similar to Pseudomonas sp. alkyl sulfatase	
YOL165C	AAD15	unknown	hypothetical aryl-alcohol dehydrogenase	
YOL166C	YOL166C	unknown	unknown	
YOR001W	RRP6	"rRNA processing, 5.8S"	unknown
YOR002W	ALG6	protein glycosylation	glucosyltransferase
YOR003W	YSP3	protein degradation	subtilisin-like protease III
YOR004W	YOR004W	unknown	unknown
YOR005C	DNL4	DNA repair	DNA ligase IV homologue
YOR006C	YOR006C	unknown	unknown
YOR007C	SGT2	unknown	unknown
YOR008C	SLG1	"signaling, stress response and cell wall integrity"	unknown
YOR009W	YOR009W	unknown	unknown; similar to PAU1 family
YOR010C	TIR2	unknown	unknown; induced by cold shock
YOR011W	YOR011W	unknown	ATP-binding cassette (ABC) superfamily
YOR012W	YOR012W	unknown	unknown
YOR013W	YOR013W	unknown	unknown
YOR014W	RTS1	stress response	protein phosphatase 2A B-type regulatory subunit
YOR015W	YOR015W	unknown	unknown
YOR016C	ERP4	membrane trafficking; secretion (putative)	unknown
YOR017W	PET127	protein synthesis	mitochondrial translation	
YOR018W	ROD1	drug resistance	unknown	M/G1
YOR019W	YOR019W	unknown	unknown	
YOR020C	HSP10	protein folding	mitochondrial chaperonin	
YOR021C	YOR021C	unknown	unknown	
YOR022C	YOR022C	unknown	unknown	
YOR023C	AHC1	chromatin structure	histone acetyltransferase complex subunit	G2/M
YOR024W	YOR024W	unknown	unknown	
YOR025W	HST3	silencing	unknown	G2/M
YOR026W	BUB3	"cell cycle, checkpoint"	unknown	
YOR027W	STI1	protein folding	component of Hsp70-Hsp90 complexes	
YOR028C	CIN5	salt tolerance	basic leu zipper transcription factor	
YOR029W	YOR029W	unknown	unknown	
YOR030W	DFG16	invasive growth	unknown	
YOR031W	CRS5	Cu2+ ion homeostasis	metallothionein-like protein	
YOR032C	HMS1	pseudohyphal growth	similar to myc family of transcription factors	
YOR033C	DHS1	DNA repair	exonuclease; also recombination	G1
YOR034C	AKR2	endocytosis of Ste3p	unknown	
YOR035C	SHE4	asymmetric HO expression	unknown	
YOR036W	PEP12	vacuolar protein targeting	t-SNARE	
YOR037W	CYC2	mitochondrial protein targeting	cytochrome c import factor	
YOR038C	HIR2	transcription	histone transcription inhibitor	
YOR039W	CKB2	salt tolerance	casein kinase II regulatory subunit	
YOR040W	GLO4	methylglyoxal resistance	glyoxalase II	
YOR041C	YOR041C	unknown	unknown	
YOR042W	YOR042W	unknown	unknown	
YOR043W	WHI2	cell size	unknown	
YOR044W	YOR044W	unknown	unknown	
YOR045W	TOM6	mitochondrial protein targeting	outer membrane translocase component	
YOR046C	DBP5	mRNA export	RNA helicase	
YOR047C	STD1	glucose repression	modulator of glucose repression	
YOR048C	RAT1	transcription	exonuclease II	
YOR049C	YOR049C	unknown	unknown	G2/M
YOR050C	YOR050C	unknown	unknown	
YOR051C	YOR051C	unknown	unknown	
YOR052C	YOR052C	unknown	unknown	M/G1
YOR053W	YOR053W	unknown	unknown; similar to protamines	
YOR054C	YOR054C	unknown	unknown	
YOR055W	YOR055W	unknown	unknown	
YOR056C	YOR056C	unknown	unknown	
YOR057W	SGT1	mitosis (putative)	unknown; suppresses skp1 mutation	
YOR058C	ASE1	mitosis	spindle midzone component	G2/M
YOR059C	YOR059C	unknown	unknown	
YOR060C	YOR060C	unknown	unknown	
YOR061W	CKA2	cell cycle	casein kinase II	
YOR062C	YOR062C	unknown	unknown	
YOR063W	RPL3	protein synthesis	ribosomal protein L3	
YOR064C	YOR064C	unknown	unknown; similar to human retinoblastoma binding protein 2	
YOR065W	CYT1	oxidative phosphorylation	cytochrome c1	
YOR066W	YOR066W	unknown	unknown	M/G1
YOR067C	ALG8	protein glycosylation	glycosyltransferase	
YOR068C	YOR068C	unknown	unknown	
YOR069W	VPS5	vacuolar protein targeting	sorting nexin family	
YOR070C	GYP1	signaling	GTPase-activating protein for Ypt1p	
YOR071C	YOR071C	transport	thiamine transporter (putative)	
YOR072W	YOR072W	unknown	unknown	
YOR073W	YOR073W	unknown	unknown	S
YOR074C	CDC21	DNA replication	thymidylate synthase	G1
YOR075W	UFE1	secretion	ER membrane t-SNARE	G1
YOR076C	YOR076C	unknown	unknown	
YOR077W	RTS2	unknown	unknown; similar to mouse KIN7 protein	
YOR078W	YOR078W	unknown	unknown	
YOR079C	ATX2	oxidative stress response	manganese-trafficking protein	
YOR080W	YOR080W	unknown	unknown	
YOR081C	YOR081C	unknown	unknown	
YOR082C	YOR082C	unknown	unknown	
YOR083W	YOR083W	unknown	unknown	G1
YOR084W	YOR084W	unknown	unknown	G1
YOR085W	OST3	protein glycosylation	oligosaccharyltransferase complex subunit	
YOR086C	YOR086C	unknown	unknown	
YOR087W	YOR087W	unknown	unknown	
YOR088W	YOR088W	unknown	unknown	
YOR089C	VPS21	endocytosis	rab5-like GTPase	
YOR090C	PTC5	unknown	protein phosphatase type 2C	
YOR091W	YOR091W	unknown	unknown	
YOR092W	ECM3	cell wall biogenesis	unknown	
YOR093C	YOR093C	unknown	unknown	
YOR094W	ARF3	secretion	GTP-binding ADP-ribosylation factor	
YOR095C	RKI1	pentose phosphate cycle	ribose-5-phosphate ketol-isomerase	
YOR096W	RPS7A	protein synthesis	ribosomal protein S7A	
YOR097C	YOR097C	unknown	unknown	
YOR098C	NUP1	nuclear protein targeting	nuclear pore protein	
YOR099W	KTR1	protein glycosylation	mannosyltransferase	
YOR100C	CRC1	transport	mitochondrial carnitine carrier	
YOR101W	RAS1	"signaling, Ras pathway"	"GTP-binding protein, ras homolog"	
YOR102W	YOR102W	unknown	unknown	
YOR103C	OST2	protein glycosylation	oligosaccharyltransferase complex subunit	
YOR104W	YOR104W	unknown	unknown	G2/M
YOR105W	YOR105W	unknown	unknown	G2/M
YOR106W	VAM3	vacuole biogenesis	t-SNARE	
YOR107W	YOR107W	unknown	unknown; similar to human G0/G1 switch regulatory	
YOR108W	YOR108W	unknown	unknown; similar to Leu4p	
YOR109W	INP53	vesicle trafficking; phosphatidylinositol metabolism	inositol polyphosphate 5-phosphatase	
YOR110W	YOR110W	unknown	unknown	
YOR111W	YOR111W	unknown	unknown	
YOR112W	YOR112W	unknown	unknown	
YOR113W	AZF1	transcription (putative)	similar to Zn-finger transcription factors	
YOR114W	YOR114W	unknown	unknown	G1
YOR115C	TRS33	secretion (putative)	"transport protein particle (TRAPP) subunit, 33 kD"	G1
YOR116C	RPO31	transcription	RNA polymerase III 160 kD subunit	
YOR117W	RPT5	protein degradation	26S proteasome regulatory subunit	
YOR118W	YOR118W	unknown	unknown	
YOR119C	RIO1	unknown	unknown; similar to a C.elegans ZK632.3 protein	
YOR120W	GCY1	unknown	unknown; similar to mammalian aldo-keto reductases	
YOR121C	YOR121C	unknown	unknown	
YOR122C	PFY1	cytoskeleton	profilin	
YOR123C	LEO1	unknown	unknown	
YOR124C	UBP2	"protein degradation, ubiquitin-mediated"	ubiquitin-specific protease	
YOR125C	CAT5	ubiquinone biosynthesis	unknown	
YOR126C	IAH1	unknown	isoamyl acetate hydrolytic enzyme	M/G1
YOR127W	RGA1	bud site selection	putative GTPase-activating protein (GAP) for GAP for Cdc42p or Rho1p	M/G1
YOR128C	ADE2	purine biosynthesis	phosphoribosylaminoimidazole carboxylase	
