				y744n40	y744n98	y744n41	y744n101	y744n88	y744n102	y744n89	y744n32	y744n90	y744n51	y744n96	y744n73	y744n97	y744n52	y744n100	y744n94	y744n103	y744n72	21clb2	y80n8a	16cln3	y80n9bf
4365	1.902	0.945	YGL252C	-0.92677	1.46964	0.66603	-0.41026	-2.37254	-1.06893	-1.03305	0.66937	2.33737	2.26187	1.90918	0.24809	-2.46444	-2.87867	-2.62582	-0.40465	-1.57604	0.33816	0.74545	1.12812	0.06624	-1.05318
4366	1.903	0.536	YBL078C	-3.01293	3.10925	1.42323	1.05134	0.44339	1.08987	0.18826	1.37458	0.79045	-0.26577	-0.7756	-2.11053	-3.15389	-2.69176	-2.36324	-1.53995	-0.96744	-0.36738	1.4206	0.6456	-1.06557	-0.40979
4367	1.904	0.389	YDR164C	1.09223	-1.55316	-0.17153	-1.23237	-2.28931	-1.40728	-1.22961	0.16119	1.42804	2.67911	2.70893	1.78788	-0.4083	-0.35664	-0.58654	0.91587	-0.45223	1.45072	-1.89003	-0.38433	-2.14016	3.2009
4368	1.904	0.465	YLR054C	-2.98449	2.14914	1.41793	0.49961	-0.18223	0.70584	-0.50815	2.296	0.73617	1.82895	0.24365	-0.86608	-3.54306	-1.78507	-2.344	-0.14137	-0.52104	2.2032	-2.47265	-0.36238	-3.5339	4.62035
4369	1.905	0.726	YBR180W	0.65009	-0.55082	-0.15791	-1.22081	-2.90642	-1.73153	-1.6801	0.09577	2.07816	2.92535	3.2968	1.74015	-0.83391	-1.13411	-1.12023	0.8438	-1.07871	1.01268	0.72581	-0.29363	-1.06295	0.56638
4370	1.905	0.578	YPL167C	0.54485	0.44255	1.47563	-0.16297	-1.62503	-3.38467	-0.81197	-1.12561	0.1389	2.36244	-1.10941	-0.00155	-2.76974	-3.0877	-5.84684	-3.82446	0.07752	1.74807	-2.42863	7.51147	-2.60188	-0.15042
4371	1.906	0.802	YFL018C	-0.37853	0.74217	-0.10813	-0.73336	-2.52552	-1.0048	-1.19951	0.5737	2.40456	2.28256	2.56522	0.99183	-1.34513	-1.91549	-1.21786	0.93175	-1.56907	0.1813	1.00371	-0.7991	0.99317	-1.03451
4372	1.906	0.403	YBR184W	-0.30786	0.09495	-0.7807	-1.30498	-2.77614	-0.81243	-1.87958	1.08234	2.41895	3.13309	4.06632	2.04859	-0.22286	0.02392	0.87378	3.18942	-1.1608	1.36508	0.92171	-4.00546	-0.98585	2.16976
4373	1.907	0.306	YPR002W	-1.48538	0.71974	1.93566	1.40087	0.87082	1.28224	0.8271	0.73551	0.869	-0.58737	-0.65202	-1.62027	-2.12864	-2.00143	-1.29629	-1.59341	-0.90481	-0.86475	2.20317	0.35489	-1.28775	-0.22649
4374	1.907	0.714	YHL005C	0.15107	0.99322	0.15313	-0.51489	-1.67	-3.62989	-2.2642	-1.54688	0.23194	2.12703	0.68705	0.5191	-0.77865	-0.73903	-2.96046	-1.32683	0.18688	1.49173	4.79852	2.98692	-3.13917	-2.08642
4375	1.907	0.764	YLL047W	-2.38769	2.33265	1.52243	0.66867	-0.4728	-0.08186	-0.5736	1.05541	1.20905	1.09068	0.05543	-1.3169	-3.60865	-3.05877	-3.36831	-1.76502	-1.07328	0.48928	1.34718	1.33029	-2.32538	0.38822
4376	1.907	0.749	YHL025W	-3.326	6.63078	-1.03009	-1.24453	-2.45175	-2.13278	-2.17232	0.9323	0.24084	2.25586	0.4951	0.00098	-1.01848	-0.6901	-2.07236	1.46949	0.01448	2.14721	-1.07468	1.93799	-0.47233	-0.93156
4377	1.908	0.82	YDR191W	-0.21769	1.23993	0.26814	-0.77724	-2.79834	-2.55567	-2.55528	-0.59156	1.68773	2.70211	2.8925	1.20252	-1.18926	-1.53249	-2.20495	-0.13181	-1.1478	0.81692	5.75139	1.77595	-2.85866	-2.52149
4378	1.908	0.667	YCL032W	-0.92809	2.89881	-1.51094	-1.61357	-2.89073	-2.98142	-2.62969	-0.096	0.47819	2.77233	1.9537	1.58283	0.67188	0.64805	-0.62864	2.53268	0.04906	2.07613	1.19481	0.23338	-0.44871	-1.15123
4379	1.908	0.476	YDL006W	-1.91856	3.76538	-1.60662	-1.19967	-1.85114	-1.46358	-2.08073	0.53097	0.20125	1.55011	1.56243	0.76786	0.77129	1.0503	0.54263	2.90121	0.05804	1.40261	1.95837	-1.67068	-0.00557	-1.12192
4380	1.909	0.582	YJL116C	-1.92313	1.72242	2.54249	1.51043	-0.19135	0.26188	-0.43486	0.26591	1.75989	0.23604	0.6597	-1.48433	-3.10409	-3.29755	-2.75247	-2.36743	-1.82372	-1.12329	7.81701	1.78272	-2.74508	-3.49974
4381	1.909	0.602	YOL071W	-1.39559	0.50856	1.69764	0.76512	-0.56696	1.07048	0.28852	1.30643	2.31658	0.81792	0.97915	-0.91325	-3.40015	-3.45122	-2.23598	-1.40332	-1.87221	-0.69792	0.57182	-0.33852	-0.40584	0.50322
4382	1.91	0.264	YKR017C	-0.58464	2.07958	-1.1013	-1.03288	-0.88179	-2.33907	-1.80828	-0.49103	-1.48023	1.41517	-0.07937	0.89053	1.3102	2.07659	-0.11233	1.42054	1.45585	2.52179	-0.33624	1.41372	-2.99047	1.27695
4383	1.911	0.297	YGL032C	0.95516	0.91245	-1.54372	-1.24797	-1.25405	-2.21464	-1.93254	-1.31164	-1.0906	0.89623	0.70966	1.63398	1.60472	1.40253	0.02026	0.70345	0.69672	0.94206	1.11147	3.17012	-1.03552	-2.23849
4384	1.911	0.228	YBR157C	2.16592	-1.5514	-0.02972	-0.35577	-0.50964	-2.85441	-1.33374	-2.43712	-0.97658	0.65111	-0.06586	1.04483	1.13691	0.78289	-1.15376	-1.5062	0.8147	0.58996	3.98179	3.89968	-2.76578	-2.28169
4385	1.911	0.674	YGR241C	-0.81005	2.69554	-0.1838	-0.40992	-1.33287	-3.35072	-1.95634	-1.3812	-0.48611	1.13173	-0.39613	-0.24481	-0.56289	-0.81506	-3.11682	-1.30623	0.34936	0.98999	4.16512	3.66208	-1.49569	-3.66388
4386	1.911	0.499	YGL235W	-1.24898	0.05247	0.83362	0.22032	-1.58581	1.44993	-0.57539	1.79308	3.72519	1.71224	3.27274	0.392	-2.74799	-2.93601	-0.25281	1.12435	-2.82158	-1.04016	2.31892	-3.51046	0.29709	0.45256
4387	1.911	0.735	YDR254W	-1.79429	3.04202	-0.28553	-0.68634	-1.99072	-0.83417	-0.87732	1.08111	1.22712	1.76258	0.95278	0.14431	-1.42568	-1.59581	-1.66313	0.91312	-0.82438	0.85261	-2.16245	0.37874	1.42932	-0.30309
4388	1.911	0.9	YFR004W	-0.71216	1.44944	0.24032	-0.59712	-2.71123	-1.40195	-1.43589	0.34742	2.42873	2.33979	2.45086	0.7011	-1.8944	-2.58223	-2.21532	0.11711	-1.74834	0.09217	2.00009	0.45308	0.82403	-2.19034
4389	1.912	0.529	YLR174W	-1.55248	3.05024	-0.83293	-0.68342	-0.99365	-2.16314	-2.15451	-0.29648	-0.82992	1.25975	0.38311	0.3202	0.61283	1.30014	-0.44252	1.3636	0.76723	1.88815	3.01675	0.62654	-2.55512	-0.71793
4390	1.912	0.875	YBR204C	-0.59488	1.03794	0.52052	-0.62097	-2.82659	-1.39567	-1.10009	0.66929	2.53848	2.81048	2.14881	0.7905	-2.45201	-3.05225	-2.86029	-0.12849	-1.72062	0.57266	-1.04959	1.0488	0.67038	-0.36124
4391	1.912	0.902	YMR041C	-0.33414	1.46446	0.24532	-0.77411	-2.50167	-2.80083	-1.77123	-0.341	1.03398	2.78886	1.15095	0.88843	-1.52125	-1.78188	-3.20817	-0.53933	-0.54838	1.55907	-0.04324	3.07228	-1.42426	-0.57425
4392	1.914	0.638	YDR099W	-0.23346	0.34207	-0.29457	-1.00091	-3.27335	-0.83563	-1.45481	0.85723	3.35852	2.86034	3.94655	1.59992	-1.35156	-2.14249	-0.71284	1.77267	-2.23629	-0.05205	1.35096	-2.46354	1.86313	-1.03318
4393	1.915	0.667	YBR136W	-3.20058	5.52385	-1.14019	-1.20606	-2.22127	-1.78031	-2.33306	1.14952	0.2213	2.36556	1.18042	0.3987	-0.50343	0.19267	-0.97644	2.47908	0.0776	2.41788	-0.43509	-0.38086	-1.38532	0.66826
4394	1.916	0.473	YLR094C	1.05895	0.37488	-1.29294	-1.56919	-2.505	-3.02702	-1.94722	-0.99898	0.13305	2.34063	1.59435	2.06659	1.22125	0.77198	-0.58255	1.36204	0.27936	1.57549	-0.29247	1.57975	-0.00851	-0.97173
4395	1.916	0.887	YDR330W	-1.36571	2.43654	-0.18406	-0.7768	-2.24876	-0.93195	-1.35399	0.74601	1.65346	2.00329	2.15952	0.54554	-1.24732	-1.39037	-1.22466	0.8902	-1.07625	0.67865	0.60967	-0.61371	0.26376	-0.55319
4396	1.917	0.924	YLR247C	-0.68322	1.55028	0.52372	-0.87803	-3.13027	-2.8251	-2.19377	0.08641	1.78507	3.67965	2.15699	1.22781	-2.17432	-2.26554	-3.48245	-0.19418	-1.03734	1.93404	-0.17415	2.44928	-2.3419	0.61178
4397	1.917	0.686	YKR049C	-0.34344	1.67838	-0.47483	-0.79959	-1.80327	-3.49274	-2.53482	-1.20111	-0.1445	2.17322	0.95717	0.91199	0.22093	0.42187	-1.73761	0.34007	0.40268	1.88056	3.91243	1.80867	-2.58035	-1.56957
4398	1.917	0.609	YLR410W	-3.33712	5.97505	-1.06949	-1.00616	-1.98403	-0.76512	-1.44508	1.43702	0.74739	1.60003	0.96429	-0.14918	-0.91876	-0.6653	-0.89028	1.93019	-0.42305	1.29061	-1.25863	-0.9222	1.2378	-0.55264
4399	1.918	0.2	YLR167W	1.28675	-1.02815	-1.14318	-1.13094	-1.59432	-1.51741	-1.57232	-0.76391	0.44389	1.38449	2.38976	1.8401	1.359	1.12301	0.90325	1.50376	-0.07425	0.57192	2.87655	-1.46186	-0.5953	-0.81983
4400	1.918	0.587	YJL084C	1.33738	-0.37057	-0.55112	-1.48337	-2.90931	-3.48003	-2.03696	-0.9744	0.63172	3.29155	1.84889	2.29326	0.22558	-0.11282	-1.81628	0.58735	0.04411	2.14607	-1.41578	2.5374	-1.43139	0.59049
4401	1.919	0.231	YML001W	0.84243	0.76613	-0.69855	-0.57419	-0.55132	-2.77399	-1.05451	-1.86397	-1.48266	0.23627	-0.98935	0.39952	1.3306	0.90461	-1.22919	-0.82011	1.14416	0.7607	1.62612	3.55909	-0.45247	-2.80704
4402	1.919	0.33	YBR080C	4.05242	-2.84832	0.16942	-0.87886	-2.28834	-4.17022	-0.17422	-3.0173	0.79914	1.88326	-0.07633	1.64749	-0.22236	-2.47667	-4.23168	-3.73036	-0.11899	-0.14693	-1.17932	5.51006	1.4583	-3.12037
4403	1.92	0.58	YMR024W	0.54395	0.51827	0.08215	-0.40895	-2.0895	-1.70446	-0.32263	-0.64925	1.59828	1.13117	0.5569	0.39916	-1.3345	-3.04386	-2.97404	-1.37692	-1.3745	-0.96729	-0.27654	2.63426	3.18651	-3.80193
4404	1.92	0.406	YBL101C	-0.58049	2.12566	-1.16398	-1.16279	-1.45797	-2.19713	-1.71476	-0.24782	-0.74598	1.6717	0.47378	1.0724	0.98266	1.34133	-0.2921	1.61315	0.85286	2.09578	-0.99887	1.01911	-1.36057	0.63126
4405	1.92	0.291	YDR453C	1.01487	0.43983	-1.6534	-1.42461	-1.96989	-2.44626	-1.90312	-1.14905	-0.10443	1.44684	1.68329	1.88049	1.86914	1.36562	0.48717	1.67228	0.2717	0.83046	2.14592	0.317	0.6335	-2.46289
4406	1.92	0.674	YBR138C	-0.12436	1.39844	1.40643	-0.11693	-1.93628	-2.71372	-1.32568	-0.87202	0.49255	2.08914	-0.09766	0.33008	-2.04214	-2.55649	-4.32097	-2.35486	-0.58796	1.00298	-1.22573	7.67498	-2.09496	-1.39226
4407	1.92	0.877	YCR013C	-1.27429	2.41353	0.5401	-0.08744	-1.55014	-1.78618	-1.67115	-0.31504	0.83563	1.50635	0.91637	0.02125	-1.52491	-1.72345	-2.54793	-0.79365	-0.82306	0.47891	3.60918	2.25587	-1.642	-2.34881
4408	1.921	0.787	YDR142C	0.34839	1.23192	-0.35928	-1.27059	-2.96475	-3.85581	-2.54252	-1.09627	0.51275	3.18947	1.59948	1.76968	-0.29116	-0.6288	-2.67815	0.09786	-0.11443	2.0424	0.67658	3.4689	-1.94705	-0.96035
4409	1.921	0.319	YDL233W	-3.35521	5.10022	-0.77041	-0.64463	-0.91003	-0.81274	-0.93868	1.57114	-0.92684	1.18518	-0.89129	-0.49723	-0.60149	0.26673	-1.18923	1.86117	0.68481	2.38736	-4.64335	0.69817	-0.04034	1.8154
4410	1.921	0.668	YER166W	-0.16852	0.95723	-0.74599	-1.64684	-3.66874	-3.44441	-3.20777	-0.04072	1.59495	4.53059	3.57075	2.71737	-0.0824	0.22374	-1.0536	2.64534	-0.52877	2.95195	0.91522	-0.50744	-2.7517	1.64175
4411	1.922	0.914	YDL036C	-2.62331	4.20286	-0.03781	-0.52061	-2.14124	-1.38415	-2.0279	0.75018	1.24395	2.09589	1.72139	0.14922	-1.57773	-1.42765	-1.85924	0.87032	-0.98317	1.08107	2.32378	0.04485	-1.23558	-1.02653
4412	1.923	0.627	YFL024C	-5.23729	6.63452	-0.14204	-0.50877	-1.72985	-1.25758	-2.52636	2.36301	0.04302	2.81792	0.71127	-0.44729	-2.18846	-0.41468	-2.12399	2.54255	-0.05725	3.53518	-1.40072	-0.57323	-3.33721	3.05794
4413	1.923	0.569	YBR285W	-0.24403	2.12318	-0.91622	-0.9171	-1.42778	-2.53429	-1.84886	-0.95863	-0.72365	1.26816	0.31301	0.91386	0.83815	0.7287	-0.93697	0.55685	0.5549	1.30109	1.36033	2.50328	-1.0426	-1.85766
4414	1.923	0.889	YDR476C	-1.38873	2.08851	0.20128	-0.63691	-2.11627	-0.86133	-1.34908	0.80994	1.6453	2.16541	2.19942	0.5388	-1.50449	-1.44439	-1.39509	0.66088	-1.04337	0.92063	0.18178	-0.53394	-1.15816	0.86943
4415	1.923	0.379	YMR287C	-5.73743	9.5531	-1.45825	-0.59424	-0.54329	-0.60565	-1.75686	1.73783	-1.30758	0.48542	-1.19922	-1.40316	-0.35201	0.8568	-0.49422	2.44573	0.87111	2.16022	-0.48903	-0.51009	-1.0232	-0.1087
4416	1.924	0.689	YPL118W	0.94993	0.12965	-0.62606	-1.36689	-3.16259	-3.10835	-1.81476	-0.70496	1.30757	3.11472	2.08471	2.12664	-0.05004	-0.87842	-1.84769	0.83453	-0.62503	1.35138	-0.98622	1.64754	0.57122	-0.84775
4417	1.924	0.835	YGR080W	-0.33275	0.57974	1.13661	0.10572	-1.82449	-1.25885	-0.78887	-0.13692	1.99115	1.70535	1.21081	0.1332	-2.58774	-3.38516	-3.37867	-1.74941	-1.69814	-0.34323	1.31061	2.22325	0.17884	-1.92807
4418	1.924	0.918	YGR257C	-0.36779	1.61106	-0.15286	-0.86166	-2.73599	-2.79543	-1.90431	-0.42892	1.2412	2.67118	1.56146	1.14779	-1.03015	-1.64534	-2.68791	0.12844	-0.85239	1.08853	0.64928	1.98806	-0.0399	-1.62881
4419	1.925	0.414	YCR005C	-1.34672	2.29162	2.19279	1.45202	0.50883	-0.47799	-0.12756	-0.44906	-0.37261	-0.27583	-1.8992	-1.08069	-1.41589	-1.57219	-2.33405	-2.117	-0.37187	-0.27017	1.43366	7.39297	-2.53715	-2.50918
4420	1.925	0.526	YIL146C	-0.136	2.14401	-1.30083	-1.28733	-2.20373	-2.98376	-1.67742	-0.74633	-0.32987	1.76819	0.45086	1.2171	0.98874	0.4099	-1.20993	1.24401	0.38162	1.42564	-0.84966	2.08197	1.17433	-2.03052
4421	1.925	0.47	YDR290W	-5.10843	8.696	-1.43702	-0.78813	-1.05439	-1.08314	-2.14157	1.42711	-0.96114	1.01376	-0.41577	-0.83384	-0.26294	0.79746	-0.58818	2.47832	0.66102	2.22793	0.2985	-0.49744	-1.42529	-0.2102
4422	1.925	0.551	YJR136C	-5.57446	9.67299	-0.87502	-0.55162	-1.09139	-1.13	-1.99455	1.48129	-0.78048	1.12123	-0.90802	-1.23392	-1.12021	-0.13848	-1.64933	1.54074	0.46414	2.18513	-0.531	1.13237	-1.85759	-0.19767
4423	1.926	0.542	YDR024W	0.24867	1.35122	-1.48093	-1.73147	-2.78037	-2.8973	-2.44051	-0.56086	0.29991	2.69749	2.24241	2.16309	1.09629	0.95372	-0.30131	2.08641	0.1495	1.92725	0.11551	0.44006	-0.72904	-0.24682
4424	1.926	0.692	YDL134C	0.96366	0.30862	-0.34521	-0.99049	-2.6818	-2.80137	-1.57815	-1.10614	1.05752	2.1492	1.57647	1.52658	-0.22621	-1.33593	-2.16957	-0.25127	-0.79403	0.39356	0.606	2.89955	1.35664	-3.05291
4425	1.927	0.603	YDR383C	1.09057	-0.43373	-0.64344	-1.08446	-2.53165	-2.2676	-1.66483	-0.7919	1.36377	2.26615	2.41177	1.91974	0.37546	-0.41517	-0.661	0.98	-0.7806	0.50311	1.56866	0.25484	0.53139	-1.60654
4426	1.927	0.597	YDR323C	0.20268	-0.79547	0.27813	-0.76406	-2.39244	-0.87903	-1.2957	0.57863	2.29152	2.76517	3.25902	1.5477	-1.21266	-1.27392	-0.79769	0.98709	-1.33711	0.88356	-0.04195	-1.67467	-1.31929	2.10471
4427	1.927	0.566	YDL002C	-1.09023	2.49562	-1.17354	-1.39541	-2.31199	-2.22658	-2.39414	0.22129	0.24641	2.62365	1.98887	1.5445	0.51597	0.97293	-0.20383	2.43696	0.18802	2.31642	0.05393	-0.62718	-1.96418	1.25714
4428	1.927	0.571	YPL069C	-0.56191	-0.0016	0.11416	-0.76962	-2.73726	-0.71021	-1.60783	1.24668	2.7958	3.48312	3.58554	1.91888	-1.43045	-1.30076	-0.46377	2.31523	-1.74064	1.28961	-0.70256	-2.51004	-0.82922	2.50254
4429	1.927	0.462	YDR168W	-10.6958	16.4742	-0.59874	0.36088	-0.40527	0.60292	-1.79742	3.58441	-0.58638	0.0725	-2.20618	-3.84963	-3.11842	-1.58562	-2.41376	2.02402	-0.19727	1.76539	0.75531	-0.75324	-0.14778	-2.02202
4430	1.928	0.4	YKR004C	-6.46351	12.843	-1.64883	-0.68715	-0.61	-0.28714	-1.46673	1.72474	-0.77751	0.38947	-1.52547	-1.68997	-0.73506	0.1966	-0.64587	1.76659	0.65155	1.66817	-0.66732	-0.53717	-0.63275	-0.85188
4431	1.928	0.502	YJL168C	-0.21375	1.75491	-1.38431	-1.63126	-2.6007	-2.75838	-2.24275	-0.21168	0.11087	2.74411	1.77904	1.94925	0.95584	1.02908	-0.38686	2.30411	0.32732	2.30534	-1.30085	0.41282	-0.76752	0.68771
4432	1.929	0.283	YHR174W	-1.59485	2.76788	-0.20265	0.25491	0.56997	-1.94139	-2.17294	-1.41385	-1.63212	-0.48564	-0.48922	-0.90433	0.68839	1.55492	-0.42459	-0.45889	1.0007	0.68751	8.59612	1.12461	-3.97524	-3.06093
4433	1.929	0.825	YMR165C	-2.19654	2.61354	1.18904	0.21693	-1.23059	-0.23259	-0.6576	1.08777	1.43876	1.53436	0.81479	-0.51477	-2.61553	-2.43454	-2.44403	-0.57824	-1.16797	0.6055	-0.75008	0.92328	-1.40351	1.0828
4434	1.929	0.072	YDR301W	1.4814	-3.24837	0.89421	-0.43944	-1.18372	-0.18346	-0.13274	0.75232	1.51226	2.83811	2.03742	1.84934	-1.1557	-0.45397	-0.41901	0.438	-0.42113	1.95094	-4.79701	-0.97082	-2.88351	6.33954
4435	1.929	0.174	YMR005W	2.33425	-0.48659	-0.60389	-0.74527	-1.16049	-3.4092	-0.21138	-2.5678	-0.96924	0.25078	-1.37838	0.62554	1.08449	-0.59749	-2.66036	-2.3253	0.79909	-0.10813	-0.68889	5.1248	2.07269	-4.10136
4436	1.93	0.761	YJL142C	-3.02443	5.9969	-1.64456	-1.81919	-3.98063	-3.85559	-3.71441	0.46976	0.59	3.81961	2.23849	1.56966	-0.08482	-0.04099	-1.96583	3.33833	-0.37287	2.9228	0.33425	0.60257	-0.14461	-1.4333
4437	1.931	0.376	YER169W	-0.07534	-0.16459	-0.33393	-1.4231	-2.74448	-1.552	-1.85766	0.87653	1.56626	3.70571	3.24769	2.18343	-0.56311	0.05326	-0.39734	2.22347	-0.44128	2.60665	-3.10408	-1.78522	-3.10646	5.25265
4438	1.931	0.593	YDR006C	0.16353	-0.58659	0.47641	-0.55993	-2.28434	-0.62221	-0.62967	0.70582	2.3445	2.44981	2.42425	1.19953	-1.68195	-2.12089	-1.49661	0.38021	-1.54575	0.44759	-2.27931	-0.49952	0.63829	1.42063
4439	1.932	0.708	YDL128W	0.68339	-0.19457	1.02217	0.0075	-1.77279	-2.12629	-1.21094	-1.20608	1.14944	1.51972	1.09442	0.67388	-1.40898	-2.36472	-3.06464	-1.95167	-1.2005	-0.26089	2.64411	3.98503	-0.3461	-3.23625
4440	1.932	0.125	YLR333C	1.15198	-0.6453	-1.24998	-1.04617	-1.3159	-1.53509	-1.49031	-0.88549	0.07663	1.06631	1.88002	1.67979	1.67589	1.44428	1.0895	1.55733	0.15468	0.53343	2.83131	-1.14036	-0.33595	-1.19623
4441	1.933	0.711	YCL011C	-0.64746	2.92985	-1.364	-1.64307	-2.89833	-2.87193	-2.68695	-0.4318	0.29233	2.6127	2.16048	1.80295	0.56901	0.40358	-0.91727	1.7191	-0.07969	1.79206	0.50989	1.12429	-0.68909	-1.07939
4442	1.933	0.667	YKL142W	-2.29341	3.38579	1.31713	0.51096	-0.72824	-0.84867	-0.40386	0.46698	0.36022	0.86276	-1.01669	-1.13469	-2.77635	-2.8527	-3.83908	-1.9549	-0.71951	0.49363	-1.72383	3.98249	-0.49939	-0.69428
4443	1.934	0.476	YOR243C	-2.47734	5.51476	-2.0917	-1.61954	-2.24343	-2.26742	-2.5232	0.39264	-0.55472	1.91289	1.04755	0.98367	1.06296	1.39361	-0.01767	3.04478	0.54249	2.19976	-0.39139	-0.35894	0.15277	-0.81564
4444	1.934	0.651	YDL144C	-4.71942	8.79872	-0.45517	-0.5192	-1.54593	-3.24004	-2.83228	0.10476	-1.70126	1.65377	-1.54046	-0.8329	-1.08176	-0.4095	-3.70208	0.19103	0.79334	2.77203	0.02608	5.16174	-2.63919	-1.84604
4445	1.934	0.703	YDR308C	-4.34294	7.63537	-0.89302	-0.79756	-2.01744	-1.34966	-2.31663	1.1461	0.32465	1.73403	0.95748	-0.23878	-0.98156	-0.55338	-1.38466	1.82159	-0.40671	1.58006	1.0997	-0.29925	-0.52485	-1.2679
4446	1.935	0.643	YMR284W	0.49611	0.56639	-0.62923	-1.41978	-2.83695	-3.28906	-2.43583	-0.72835	0.49242	3.2743	2.12652	2.23184	0.29979	0.23911	-1.44757	1.15809	-0.00394	2.30265	-0.62883	1.62862	-2.08084	0.9383
4447	1.935	0.862	YDR162C	-0.01382	0.91726	-0.19987	-1.05388	-3.11377	-2.32659	-2.06178	-0.26754	1.77781	2.8921	2.8498	1.73716	-0.78385	-1.43733	-1.8168	0.71223	-1.283	0.84087	0.80763	0.77014	0.20819	-1.20882
4448	1.935	0.425	YGR178C	-6.03331	10.7043	-1.84101	-0.9282	-1.18899	-0.73862	-2.11109	1.78552	-0.78982	0.90168	-0.40262	-1.02785	-0.32042	0.6728	-0.36829	2.83068	0.51349	2.05781	-0.2367	-1.49934	-0.25805	-0.61134
4449	1.935	0.565	YCR040W	-0.86477	2.72588	-0.85057	-0.99691	-1.47156	-2.33728	-1.89136	-0.42677	-0.77877	1.64908	0.31441	0.91565	0.54448	0.82016	-0.9719	0.9355	0.67895	1.94353	-0.70322	2.1601	-1.97675	0.2827
4450	1.936	0.86	YOR066W	0.28057	0.49446	0.371	-0.84769	-2.79434	-2.19872	-2.10517	-0.58171	1.32725	2.48911	2.86816	1.59126	-0.81126	-1.3454	-1.96547	-0.12675	-1.13346	0.71617	1.51761	2.69062	-1.35232	-1.33844
4451	1.936	0.496	YDL198C	-3.8118	3.64669	1.07001	0.95654	-0.16985	1.88003	-0.23798	2.07379	1.88311	0.00874	0.94202	-1.64014	-3.05168	-2.75704	-1.14429	0.16407	-2.00268	-0.97974	2.67224	-2.58519	0.31915	-0.69953
4452	1.936	0.594	YDR452W	-0.72656	0.42295	0.05908	-0.77106	-3.6494	-0.29013	-1.36093	1.43409	4.26106	3.30808	4.46843	1.86091	-2.10334	-3.1763	-0.96705	2.19199	-3.19202	-0.44128	-0.14503	-3.14496	2.65933	-0.31736
4453	1.937	0.313	YGR053C	-2.42468	2.49878	1.39081	1.0792	0.90796	1.02009	0.60493	1.01721	-0.04341	-0.57762	-1.56909	-1.88107	-2.34204	-1.87886	-1.98587	-1.60916	-0.37059	-0.10768	-1.01846	1.42292	-0.98448	0.69002
4454	1.937	0.695	YDR292C	0.52237	0.32309	-0.62425	-1.30805	-3.15484	-2.25687	-1.83817	-0.28802	1.69178	2.82742	2.88057	2.05653	-0.18756	-0.95465	-1.18533	1.21307	-1.10388	0.83052	-0.35817	0.2756	1.17379	-0.97828
4455	1.937	0.351	YAL047C	1.46568	-2.28036	-0.06367	-1.01328	-2.57592	-1.05579	-1.08315	0.19065	2.37259	2.91281	3.48049	2.32894	-0.4179	-0.82042	-0.14979	1.36445	-1.29361	0.74575	-1.18189	-1.77365	-0.15586	2.07505
4456	1.938	0.722	YHR005C	0.547	0.96378	-0.62875	-1.43283	-2.89109	-2.70867	-2.30793	-0.80133	0.59101	2.52745	2.40804	1.99768	0.14478	-0.32846	-1.44368	0.56242	-0.44599	1.24794	-0.40068	2.958	-0.66855	-1.04086
4457	1.938	0.72	YHL008C	-0.82992	0.22759	0.8245	-0.21172	-2.59073	-0.18819	-1.0153	1.16452	3.37401	2.75365	3.2404	1.09332	-2.6699	-3.22611	-1.82555	0.60743	-2.60674	-0.1257	-0.16421	-1.67695	0.6697	0.65258
4458	1.941	0.642	YDR380W	-0.79622	0.26797	0.72618	-0.19316	-1.42912	-0.76219	-1.51286	0.48404	1.39224	2.23072	2.34915	0.86298	-1.36276	-0.84212	-0.98501	0.49314	-0.88707	1.19322	1.59012	-1.19761	-3.73553	2.62618
4459	1.941	0.791	YGL090W	-0.19994	0.2389	0.43262	-0.59133	-2.38283	-1.68391	-1.42996	0.23993	1.67848	2.9479	2.12486	1.43693	-1.49279	-1.66087	-2.10192	0.35867	-1.14019	1.29954	-1.4074	0.48147	-0.97335	1.45911
4460	1.942	0.896	YHR001W	-0.93424	1.99597	-0.15367	-0.57696	-2.27495	-1.99745	-2.01592	-0.28094	1.19243	2.05061	1.97169	0.9811	-0.71084	-1.17208	-1.6533	0.61107	-1.08563	0.5432	2.56468	0.48747	-0.16005	-1.99898
4461	1.942	0.916	YCR091W	-0.91142	2.22745	-0.22829	-0.97313	-2.69806	-2.14057	-2.19324	-0.04001	1.12399	2.6188	2.35965	1.35171	-0.71864	-0.93743	-1.67929	0.83504	-0.86001	1.26089	0.50063	0.87853	-0.95735	-0.3696
4462	1.944	0.415	YLR128W	0.0648	1.0273	0.86	0.2131	-0.13094	-2.73826	-0.363	-1.58884	-1.41494	0.42955	-2.16261	-0.77494	-1.47562	-1.70126	-4.72426	-3.92982	0.82035	1.04548	-0.77363	5.34121	-1.41145	-1.26421
4463	1.944	0.857	YOR273C	-2.78314	4.81665	-0.20233	-0.66367	-2.1404	-1.2537	-1.99632	0.76774	0.94196	2.03845	1.7686	0.35695	-1.18664	-1.00845	-1.49645	1.08701	-0.81338	1.2286	0.67341	-0.21864	-1.13232	-0.10047
4464	1.944	0.543	YBR146W	0.57476	0.57543	-0.86974	-1.34545	-2.39135	-3.18863	-2.30092	-0.94515	-0.01748	2.73109	1.69627	2.11808	0.932	0.88231	-0.88064	1.32349	0.31979	2.14715	-0.15315	1.40039	-1.74293	0.43982
