Alpha&Cls				
UID	NANE	PROCESS	FUNCTION	CLASSIFICATION (Spellman et al. [3])
YOR008C	SLG1	"signaling, stress response and cell wall integrity"	unknown
YOR009W	YOR009W	unknown	unknown; similar to PAU1 family
YOR010C	TIR2	unknown	unknown; induced by cold shock
YOR011W	YOR011W	unknown	ATP-binding cassette (ABC) superfamily
YOR012W	YOR012W	unknown	unknown	
YOR013W	YOR013W	unknown	unknown	
YOR014W	RTS1	stress response	protein phosphatase 2A B-type regulatory subunit	
YOR015W	YOR015W	unknown	unknown	
YOR016C	ERP4	membrane trafficking; secretion (putative)	unknown	
YOR017W	PET127	protein synthesis	mitochondrial translation	
YOR018W	ROD1	drug resistance	unknown	M/G1
YOR019W	YOR019W	unknown	unknown	
YOR020C	HSP10	protein folding	mitochondrial chaperonin	
YOR021C	YOR021C	unknown	unknown	
YOR022C	YOR022C	unknown	unknown	
YOR023C	AHC1	chromatin structure	histone acetyltransferase complex subunit	G2/M
YOR024W	YOR024W	unknown	unknown	
YOR025W	HST3	silencing	unknown	G2/M
YOR026W	BUB3	"cell cycle, checkpoint"	unknown	
YOR027W	STI1	protein folding	component of Hsp70-Hsp90 complexes	
YOR028C	CIN5	salt tolerance	basic leu zipper transcription factor	
YOR029W	YOR029W	unknown	unknown	
YOR030W	DFG16	invasive growth	unknown	
YOR032C	HMS1	pseudohyphal growth	similar to myc family of transcription factors	
YOR033C	DHS1	DNA repair	exonuclease; also recombination	G1
YOR034C	AKR2	endocytosis of Ste3p	unknown	
YOR035C	SHE4	asymmetric HO expression	unknown	
YOR036W	PEP12	vacuolar protein targeting	t-SNARE	
YOR037W	CYC2	mitochondrial protein targeting	cytochrome c import factor	
YOR038C	HIR2	transcription	histone transcription inhibitor	
YOR039W	CKB2	salt tolerance	casein kinase II regulatory subunit	
YOR040W	GLO4	methylglyoxal resistance	glyoxalase II	
YOR041C	YOR041C	unknown	unknown	
YOR043W	WHI2	cell size	unknown	
YOR044W	YOR044W	unknown	unknown	
YOR045W	TOM6	mitochondrial protein targeting	outer membrane translocase component	
YOR047C	STD1	glucose repression	modulator of glucose repression	
YOR048C	RAT1	transcription	exonuclease II	
YOR049C	YOR049C	unknown	unknown	G2/M
YOR051C	YOR051C	unknown	unknown	
YOR053W	YOR053W	unknown	unknown; similar to protamines	
YOR054C	YOR054C	unknown	unknown	
YOR055W	YOR055W	unknown	unknown	
YOR057W	SGT1	mitosis (putative)	unknown; suppresses skp1 mutation	
YOR058C	ASE1	mitosis	spindle midzone component	G2/M
YOR059C	YOR059C	unknown	unknown	
YOR060C	YOR060C	unknown	unknown	
YOR061W	CKA2	cell cycle	casein kinase II	
YOR062C	YOR062C	unknown	unknown	
YOR063W	RPL3	protein synthesis	ribosomal protein L3	
YOR064C	YOR064C	unknown	unknown; similar to human retinoblastoma binding protein 2	
YOR065W	CYT1	oxidative phosphorylation	cytochrome c1	
YOR066W	YOR066W	unknown	unknown	M/G1
YOR067C	ALG8	protein glycosylation	glycosyltransferase	
YOR068C	YOR068C	unknown	unknown	
YOR069W	VPS5	vacuolar protein targeting	sorting nexin family	
YOR070C	GYP1	signaling	GTPase-activating protein for Ypt1p	
YOR071C	YOR071C	transport	thiamine transporter (putative)	
YOR072W	YOR072W	unknown	unknown	
YOR073W	YOR073W	unknown	unknown	S
YOR074C	CDC21	DNA replication	thymidylate synthase	G1
YOR075W	UFE1	secretion	ER membrane t-SNARE	G1
YOR076C	YOR076C	unknown	unknown	
YOR079C	ATX2	oxidative stress response	manganese-trafficking protein	
YOR081C	YOR081C	unknown	unknown	
YOR082C	YOR082C	unknown	unknown	
YOR083W	YOR083W	unknown	unknown	G1
YOR084W	YOR084W	unknown	unknown	G1
YOR085W	OST3	protein glycosylation	oligosaccharyltransferase complex subunit	
YOR087W	YOR087W	unknown	unknown	
YOR088W	YOR088W	unknown	unknown	
YOR089C	VPS21	endocytosis	rab5-like GTPase	
YOR090C	PTC5	unknown	protein phosphatase type 2C	
YOR091W	YOR091W	unknown	unknown	
YOR092W	ECM3	cell wall biogenesis	unknown	
YOR093C	YOR093C	unknown	unknown	
YOR095C	RKI1	pentose phosphate cycle	ribose-5-phosphate ketol-isomerase	
YOR097C	YOR097C	unknown	unknown	
YOR099W	KTR1	protein glycosylation	mannosyltransferase	
YOR100C	CRC1	transport	mitochondrial carnitine carrier	
YOR101W	RAS1	"signaling, Ras pathway"	"GTP-binding protein, ras homolog"	
YOR103C	OST2	protein glycosylation	oligosaccharyltransferase complex subunit	
YOR104W	YOR104W	unknown	unknown	G2/M
YOR105W	YOR105W	unknown	unknown	G2/M
YOR106W	VAM3	vacuole biogenesis	t-SNARE	
YOR107W	YOR107W	unknown	unknown; similar to human G0/G1 switch regulatory	
YOR108W	YOR108W	unknown	unknown; similar to Leu4p	
YOR109W	INP53	vesicle trafficking; phosphatidylinositol metabolism	inositol polyphosphate 5-phosphatase	
YOR110W	YOR110W	unknown	unknown	
YOR111W	YOR111W	unknown	unknown	
YOR112W	YOR112W	unknown	unknown	
YOR113W	AZF1	transcription (putative)	similar to Zn-finger transcription factors	
YOR114W	YOR114W	unknown	unknown	G1
YOR115C	TRS33	secretion (putative)	"transport protein particle (TRAPP) subunit, 33 kD"	G1
YOR116C	RPO31	transcription	RNA polymerase III 160 kD subunit	
YOR117W	RPT5	protein degradation	26S proteasome regulatory subunit	
YOR118W	YOR118W	unknown	unknown	
YOR119C	RIO1	unknown	unknown; similar to a C.elegans ZK632.3 protein	
YOR121C	YOR121C	unknown	unknown	
YOR122C	PFY1	cytoskeleton	profilin	
YOR124C	UBP2	"protein degradation, ubiquitin-mediated"	ubiquitin-specific protease	
YOR125C	CAT5	ubiquinone biosynthesis	unknown	
YOR126C	IAH1	unknown	isoamyl acetate hydrolytic enzyme	M/G1
YOR127W	RGA1	bud site selection	putative GTPase-activating protein (GAP) for GAP for Cdc42p or Rho1p	M/G1
YOR129C	YOR129C	unknown	unknown	G2/M
YOR130C	ORT1	arginine biosynthesis	amino acid transporter	
YOR131C	YOR131C	unknown	unknown; similar to E. coli protein yhfE gene of the dam	
YOR132W	VPS17	vacuolar protein targeting	peripheral membrane protein	
YOR133W	EFT1	protein synthesis	translation elongation factor eEF2	
YOR135C	YOR135C	unknown	unknown	
YOR137C	YOR137C	unknown	unknown	
YOR139C	YOR139C	unknown	unknown	
YOR141C	ARP8	cytoskeleton (putative)	actin-related protein	
YOR143C	THI80	thiamine metabolism	thiamine pyrophosphokinase	
YOR145C	YOR145C	unknown	unknown	
YOR147W	YOR147W	unknown	unknown	
YOR149C	SMP3	plasmid maintenance	"integral membrane, protein kinase C pathway protein"	
YOR151C	RPB2	transcription	RNA polymerase II 140 kDa subunit	
YOR152C	YOR152C	unknown	unknown	S/G2
YOR153W	PDR5	drug resistance	transporter	G2/M
YOR157C	PUP1	protein degradation	20S proteasome subunit (beta2)	
YOR159C	SME1	mRNA splicing	"U1, U2 snRNP protein"	
YOR161C	YOR161C	unknown	unknown	
YOR162C	YRR1	transport	transcriptional activator of SNQ2	
YOR163W	YOR163W	unknown	unknown	
YOR164C	YOR164C	unknown	unknown	
YOR165W	YOR165W	unknown	"unknown; similar to transcription factors, has Zn[2]-Cys[6]"	
YOR166C	YOR166C	unknown	unknown	
YOR167C	RPS28A	protein synthesis	ribosomal protein S28A	
YOR168W	GLN4	protein synthesis	"tRNA synthetase, glutaminyl"	
YOR169C	YOR169C	unknown	unknown	
YOR170W	YOR170W	unknown	unknown	
YOR171C	LCB4	sphingolipid metabolism	long chain base kinase	
YOR172W	YOR172W	unknown	unknown; similar to transcription factors	
YOR173W	YOR173W	unknown	unknown	
YOR174W	MED4	transcription	RNA polymerase II mediator subunit	
YOR175C	YOR175C	unknown	unknown	
YOR176W	HEM15	heme biosynthesis	ferrochelatase (protoheme ferrolyase)	G1
YOR177C	YOR177C	unknown	unknown	
YOR178C	GAC1	glycogen metabolism	Glc7p regulatory subunit	
YOR179C	YOR179C	unknown	unknown	
YOR181W	LAS17	cytoskeleton	cortical actin patch component	
YOR183W	YOR183W	unknown	unknown	
YOR184W	SER1	serine biosynthesis	phosphoserine	
YOR185C	GSP2	nuclear organization	GTPase; ran homolog	
YOR187W	TUF1	protein synthesis	"translation elongation factor Tu, mitochondrial"	
YOR188W	MSB1	polarized growth	unknown	S
YOR189W	YOR189W	unknown	unknown	
YOR191W	RIS1	silencing	SNF2 family DNA-dependent ATPase 	
YOR192C	YOR192C	unknown	putative thiamine transporter	
YOR193W	YOR193W	unknown	unknown	
YOR194C	TOA1	transcription	TFIIA 32 kD subunit	
YOR195W	SLK19	mitosis	unknown; synthetic lethal with kar3	G1
YOR197W	YOR197W	unknown	unknown	
YOR198C	BFR1	secretion	unknown	
YOR199W	YOR199W	unknown	unknown	
YOR201C	PET56	"rRNA processing, mitochondrial"	ribose methyltransferase	
YOR202W	HIS3	histidine biosynthesis	imidazoleglycerol-phosphate dehydratase	
YOR203W	YOR203W	unknown	unknown	
YOR204W	DED1	RNA processing	ATP-dependent RNA helicase	
YOR205C	YOR205C	unknown	unknown	
YOR206W	YOR206W	unknown	unknown	
YOR207C	RET1	transcription	RNA polymerase III 130 kD subunit	
YOR208W	PTP2	"signaling, high osmolarity pathway"	protein tyrosine phosphatase	
YOR209C	NPT1	NAD biosynthesis	nicotinate phosphoribosyltransferase
YOR210W	RPB10	transcription	"shared subunit of RNA polymerases I, II, and III"
YOR211C	MGM1	mitochondrial genome maintenance	dynamin family protein
YOR212W	STE4	"signaling, pheromone pathway"	beta subunit of G protein
YOR213C	SAS5	silencing	unknown
YOR214C	YOR214C	unknown	unknown
YOR215C	YOR215C	unknown	unknown
YOR217W	RFC1	DNA replication	DNA replication factor C 95 KD subunit
YOR218C	YOR218C	unknown	unknown
YOR219C	STE13	mating	alpha-factor maturation
YOR220W	YOR220W	unknown	unknown
YOR221C	MCT1	fatty acid metabolism	malonyl-CoA:ACP transferase
YOR222W	YOR222W	unknown	unknown; similar to mitochondrial ADP/ATP carrier proteins
YOR223W	YOR223W	unknown	unknown; similar to class II family of aminoacyl-tRNA
YOR224C	RPB8	transcription	"shared subunit of RNA polymerase I,II, and III"
YOR226C	ISU2	iron homeostasis	unknown; similar to iron-sulfur cluster protein nifU
YOR227W	YOR227W	unknown	unknown	
YOR229W	WTM2	transcription	"shared subunit of RNA polymerases I, II, and III"	G2/M
YOR230W	WTM1	meiosis	transcription factor	M/G1
YOR231W	MKK1	"signaling, PKC1 pathway"	MAP kinase (mitogen-activated protein kinase)	
YOR232W	MGE1	mitochondrial protein targeting	"could change to: protein folding; mitochondrial chaperone (has a targeting phenotype, only b/c misfolded proteins accumulate in the mito., which backs the pathway up)"	
YOR233W	KIN4	unknown	protein kinase	
YOR234C	RPL33B	protein synthesis	ribosomal protein L33B	
YOR235W	YOR235W	unknown	unknown	S/G2
YOR236W	DFR1	folate biosynthesis	dihydrofolate reductase	
YOR237W	HES1	sterol metabolism	unknown	
YOR238W	YOR238W	unknown	unknown	
YOR239W	YOR239W	unknown	unknown	
YOR240W	YOR240W	unknown	unknown	
YOR241W	YOR241W	unknown	unknown; similar to tetrahydrofolylpolyglutamate synthase	
YOR242C	SSP2	sporulation	unknown; similar to class II family of aminoacyl-tRNA synthetases	M/G1
YOR243C	YOR243C	unknown	unknown	
YOR244W	ESA1	chromatin structure	histone acetyltransferase complex subunit	
YOR246C	YOR246C	unknown	unknown	
YOR247W	SRL1	unknown	unknown; similar to Svs1p; suppressor of Rad53 lethality	G1
YOR248W	YOR248W	unknown	unknown	G1
YOR250C	CLP1	mRNA 3'-end processing	cleavage/polyadenylation factor CF IA component	S
YOR251C	YOR251C	unknown	unknown; similar to thiosulfate sulfurtransferases	
YOR252W	YOR252W	unknown	unknown	
YOR253W	YOR253W	unknown	unknown	
YOR254C	SEC63	secretion	ER protein translocation subcomplex subunit	
YOR255W	YOR255W	unknown	unknown	
YOR256C	YOR256C	unknown	unknown; similar to secretory protein Ssp134p	G2/M
YOR258W	YOR258W	unknown	unknown	G2/M
YOR259C	RPT4	protein degradation	26S proteasome regulatory subunit	
YOR260W	GCD1	protein synthesis	translation initiation factor eIF2b gamma subunit	
YOR261C	RPN8	protein degradation	26S proteasome regulatory subunit	
YOR263C	YOR263C	unknown	unknown; similar to adenosine A1 receptors	M/G1
YOR264W	YOR264W	unknown	unknown	M/G1
YOR265W	RBL2	cytoskeleton	beta-tubulin binding protein	
YOR266W	PNT1	pentamidine resistance	unknown	
YOR267C	YOR267C	unknown	 protein kinase	
YOR268C	YOR268C	unknown	unknown	
YOR269W	PAC1	cytoskeleton (putative)	unknown; required in the absence of Cin8p	
YOR270C	VPH1	vacuolar acidification	vacuolar H+-ATPase 95 kD subunit	G1
YOR271C	YOR271C	unknown	unknown; similar to rat tricarboxylate carrier	
YOR273C	YOR273C	unknown	unknown; similar to members of major facilitator superfamily	G2/M
YOR275C	YOR275C	unknown	unknown	
YOR276W	CAF20	protein synthesis	mRNA cap-binding protein (eIF4F) 20K subunit	
YOR277C	YOR277C	unknown	unknown	
YOR278W	HEM4	heme biosynthesis	uroporphyrinogen III synthase	
YOR279C	YOR279C	unknown	unknown	
YOR280C	YOR280C	unknown	unknown; similar to S. pombe dihydrofolate reductase	
YOR281C	YOR281C	unknown	unknown; similar to phosducins	
YOR282W	YOR282W	unknown	unknown	
YOR283W	YOR283W	unknown	unknown; similar to phosphoglycerate mutases	G1
YOR285W	YOR285W	unknown	unknown; similar to Drosophila melanogaster heat shock	
YOR286W	YOR286W	unknown	unknown; similar to Drosophila melanogaster heat shock	
YOR287C	YOR287C	unknown	unknown; similar to PITSLRE protein kinase isoforms	
YOR294W	RRS1	ribosome biogenesis (putative)	unknown	
YOR298W	YOR298W	unknown	meiosis (putative)	G2/M
YOR300W	YOR300W	unknown	unknown	
YOR301W	RAX1	cell polarity (putative)	unknown	
YOR302W	YOR302W	unknown	unknown	
YOR303W	CPA1	arginine biosynthesis	"carbamoyl phosphate synthetase, arginine specific"	
YOR304W	ISW2	unknown	unknown; similar to Drosophila nucleosome remodeling factor ISW1	
YOR305W	YOR305W	unknown	unknown	
YOR307C	SLY41	secretion	unknown; suppresses ypt1 null	G1
YOR309C	YOR309C	unknown	unknown	
YOR313C	SPS4	sporulation	putative cell wall component	G2/M
YOR314W	YOR314W	unknown	unknown	G2/M
YOR315W	YOR315W	unknown	unknown	G2/M
YOR317W	FAA1	fatty acid metabolism	long chain fatty acyl:CoA synthetase	M/G1
YOR319W	HSH49	mRNA splicing	U2 snRNP protein; human SAP145 homolog	
YOR321W	PMT3	protein glycosylation	dolichyl phosphate-D-mannose:protein O-D-mannosyltransferase	G1
YOR323C	PRO2	proline biosynthesis	gamma-glutamyl phosphate reductase	S/G2
YOR325W	YOR325W	unknown	unknown	
YOR327C	SNC2	secretion	post-Golgi v-SNARE	
YOR328W	PDR10	transport	ATP-binding cassette (ABC) family	
YOR329C	SCD5	secretion	suppressor of clathrin deficiency	
YOR330C	MIP1	DNA replication	mitochondrial DNA polymerase catalytic subunit	
YOR331C	YOR331C	unknown	unknown	
YOR332W	VMA4	vacuolar acidification	vacuolar H+-ATPase V1 domain 27 KD subunit	S/G2
YOR333C	YOR333C	unknown	unknown	
YOR335C	ALA1	protein synthesis	"tRNA synthetase, alanyl"	
YOR337W	TEA1	transcription	Ty1 enhancer activator	S/G2
YOR338W	YOR338W	unknown	unknown	
YOR339C	UBC11	"protein degradation, ubiquitin-mediated (putative)"	homolog of ubiquitin carrier protein E2-C	
YOR340C	RPA43	transcription	RNA polymerase I 36 kD subunit	
YOR341W	RPA190	transcription	RNA polymerase I 190 kD subunit	
YOR345C	YOR345C	unknown	unknown	
YOR346W	REV1	DNA repair	deoxycytidyl transferase	
YOR347C	PYK2	glycolysis	pyruvate kinase	
YOR348C	PUT4	transport	proline and gamma-aminobutyrate permease	
YOR349W	CIN1	"mitosis, chromosome segregation"	unknown	
YOR350C	MNE1	unknown	unknown; similar to Lucilia illustris mitochondria cytochrome oxidase	
YOR352W	YOR352W	unknown	unknown	
YOR353C	YOR353C	unknown	unknown; similar to adenylate cyclases	
YOR354C	YOR354C	unknown	unknown	
YOR355W	GDS1	respiration (putative)	unknown; suppresses nam9-1	G1
YOR356W	YOR356W	unknown	unknown; similar to human electron transfer flavoprotein-ubiquinone oxidoreductase	
YOR357C	GRD19	secretion	Golgi protein retention	
YOR359W	YOR359W	unknown	unknown
YOR361C	PRT1	protein synthesis	translation initiation factor eIF3 subunit
YOR362C	PRE10	protein degradation	20S proteasome subunit C1 (alpha7)
YOR363C	PIP2	peroxisome proliferation	transcription factor
YOR364W	YOR364W	unknown	unknown
YOR365C	YOR365C	unknown	unknown
YOR367W	SCP1	cytoskeleton (putative)	calponin homolog
YOR369C	RPS12	protein synthesis	ribosomal protein S12
YOR370C	MRS6	protein processing	Rab geranylgeranyltransferase regulatory subunit
YOR371C	YOR371C	unknown	unknown
YOR373W	NUD1	chromatin structure	nucleosome assembly protein
YOR375C	GDH1	glutamate biosynthesis	glutamate dehydrogenase
YOR376W	YOR376W	unknown	unknown; similar to Na+/K+-exchanging ATPases
YOR377W	ATF1	acetate ester biosynthesis	alcohol acetyltransferase
YOR378W	YOR378W	unknown	unknown; similar to members of major facilitator superfamily
YOR379C	YOR379C	unknown	unknown
YOR380W	YOR380W	unknown	"unknown; similar to transcription factors, has Zn[2]-Cys[6]"	
YOR381W	FRE3	unknown	unknown; similar to Fre2p	
YOR382W	YOR382W	unknown	unknown	
YOR383C	YOR383C	unknown	unknown	G2/M
YOR384W	FRE5	unknown	unknown; similar to Fre2p	
YOR385W	YOR385W	unknown	unknown	
YOR386W	PHR1	DNA repair	deoxyribodipyrimidine photolyase	
YOR388C	FDH1	unknown	unknown; similar to formate dehydrogenases	
YOR389W	YOR389W	unknown	unknown	
YOR390W	YOR390W	unknown	unknown	
YOR391C	YOR391C	unknown	unknown	S/G2
YOR392W	YOR392W	unknown	unknown	
YOR393W	ERR1	unknown	 enolase homolog	
YOR394W	YOR394W	unknown	unknown; similar to PAU1 family	
YPL001W	HAT1	chromatin structure	histone acetyltransferase complex subunit	
YPL002C	SNF8	glucose derepression	unknown	
YPL003W	ULA1	"protein degradation, Rub1p-mediated"	Rub1p activating protein	
YPL004C	YPL004C	unknown	unknown; similar to tropomyosin	
YPL006W	NCR1	sterol metabolism (putative)	unknown	
YPL007C	YPL007C	unknown	unknown	
YPL008W	CHL1	mitosis	"kinetochore protein, DEAH box family"	
YPL009C	YPL009C	unknown	unknown	
YPL010W	RET3	secretion	vesicle coat component	
YPL011C	TAF47	transcription	component of TAF(II) complex	
YPL012W	YPL012W	unknown	unknown	
YPL013C	YPL013C	protein synthesis	"ribosomal protein, mitochondrial S16"	
YPL014W	YPL014W	unknown	unknown	M/G1
YPL015C	HST2	unknown	 similar to Sir2p	
YPL016W	SWI1	transcription	component of SWI/SNF global activator complex	
YPL017C	YPL017C	unknown	unknown; similar to Lpd1p	
YPL019C	YPL019C	unknown	unknown	
YPL020C	ULP1	protein degradation	Ubl (ubiquitin-like protein) - specific protease	
YPL021W	ECM23	cell wall biogenesis (putative)	unknown	S/G2
YPL023C	MET12	methionine biosynthesis	methylenetetrahydrofolate reductase	
YPL024W	NCE4	cell separation	negative regulator of CTS1 expression	
YPL025C	YPL025C	unknown	unknown	S/G2
YPL026C	SKS1	glucose transport (putative)	protein kinase	
YPL027W	YPL027W	unknown	unknown	
YPL028W	ERG10	sterol metabolism	acetoacetyl CoA thiolase	
YPL029W	SUV3	"RNA processing, mitochondrial"	RNA helicase	
YPL030W	YPL030W	unknown	unknown	
YPL031C	PHO85	phosphate metabolism; cell cycle; glycogen metabolism	protein kinase	
YPL032C	SVL3	unknown	unknown; styryl dye vacuolar localization	G1
YPL034W	YPL034W	unknown	unknown	
YPL035C	YPL035C	unknown	unknown	
YPL036W	PMA2	H+ homeostasis	plasma membrane H+-ATPase	G2/M
YPL037C	EGD1	transcription	regulator of pol II transcribed genes; enhances Gal4 DNA binding	
YPL038W	MET31	sulfur amino acid metbolism	transcription factor	
YPL039W	YPL039W	unknown	unknown	
YPL040C	ISM1	protein synthesis	"tRNA synthetase, mitochondrial, isoleucyl"	
YPL041C	YPL041C	unknown	unknown	
YPL043W	NOP4	rRNA processing	RNA binding protein	
YPL044C	YPL044C	unknown	unknown	
YPL045W	VPS16	vacuolar protein targeting	component of sorting nexin complex	
YPL046C	ELC1	transcription	elongation factor Elongin C	
YPL047W	YPL047W	unknown	unknown	
YPL048W	CAM1	protein synthesis	translation elongation factor EF-1gamma	
YPL049C	DIG1	invasive growth	MAP kinase-associated protein	
YPL050C	MNN9	protein glycosylation	mannosyltransferase complex subunit	
YPL051W	ARL3	unknown	unknown; Similar to ADP-ribosylation factor	
YPL052W	YPL052W	unknown	unknown	
YPL054W	LEE1	unknown	unknown	S
YPL056C	YPL056C	unknown	unknown	
YPL057C	SUR1	sphingolipid metabolism	suppresses cls2-2and rvs161	G1
YPL059W	GRX5	oxidative stres response	glutaredoxin	
YPL061W	ALD6	ethanol utilization	acetaldehyde dehydrogenase	G2/M
YPL062W	YPL062W	unknown	unknown	
YPL063W	YPL063W	unknown	unknown	
YPL064C	YPL064C	unknown	unknown	
YPL065W	VPS28	vacuolar protein targeting	cytoplasmic protein	
YPL066W	YPL066W	unknown	unknown	
YPL067C	YPL067C	unknown	unknown	
YPL068C	YPL068C	unknown	unknown	
YPL069C	BTS1	protein processing	geranylgeranyl diphosphate synthase	
YPL070W	YPL070W	unknown	unknown	
YPL071C	YPL071C	unknown	unknown	
YPL072W	UBP16	"protein degradation, ubiquitin-mediated"	putative deubiquitinating enzyme	
YPL073C	YPL073C	unknown	unknown	
YPL074W	YTA6	unknown	unknown; AAA ATPase family	
YPL075W	GCR1	glycolysis	transcriptional activator	S/G2
YPL076W	GPI2	protein processing	N-acetylglucosaminylphosphatidylinositol synthesis
